sequencing_ID;lab_ID;SR_sample_accession;SR_lane_accession;LR_sample_accession;LR_run_accession;ST;HC0;HC900_ceBG;HC2000_super_lineage;lineage;BAPS_level1;BAPS_level2;qc;included;serotype_lab;country_of_isolation;year_of_isolation;source;institute;travel_origin;city_Orphanage_Ethiopia;remarks;AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN;BETA-LACTAM;CEPHALOSPORIN;CHLORAMPHENICOL;GENTAMICIN;GENTAMICIN/KANAMYCIN/TOBRAMYCIN;KANAMYCIN;MACROLIDE;MACROLIDE-AZI;QUATERNARY AMMONIUM;QUINOLONE;QUINOLONE/TRICLOSAN;RIFAMYCIN;STREPTOMYCIN;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM;aac(3)-IId;aac(3)-IIe;aac(3)-IIg;aac(6')-IIc;aac(6')-Ib-cr5;aadA1;aadA2;ant(2'')-Ia;aph(3'')-Ib;aph(3')-Ia;aph(6)-Id;arr;blaCARB-4;blaCTX-M;blaCTX-M-15;blaOXA;blaOXA-1;blaOXA-10;blaPSE;blaSCO;blaSCO-1;blaSHV;blaSHV-12;blaTEM;blaTEM-1;catA1;catA2;catB3;cmlA5;dfrA1;dfrA12;dfrA14;dfrA15;dfrA19;dfrA23;dfrA5;dfrA7;ere(A);floR;gyrA_S83F;mph(A);mph(E);msr(E);qacE;qacEdelta1;qacL;qnrA;qnrA1;qnrB;qnrB1;qnrB2;qnrS1;sul1;sul2;tet(A);tet(D);Col(BS512)_1;Col156_1;Col440II_1;Col440I_1;Col8282_1;ColRNAI_1;IncA/C2_1;IncFIA(HI1)_1_HI1;IncFIB(pHCM2)_1_pHCM2;IncFII(S)_1;IncFII(p96A)_1_p96A;IncFII(pRSB107)_1_pRSB107;IncHI1A(CIT)_1_pNDM-CIT;IncHI1B(CIT)_1_pNDM-CIT;IncHI1B(R27)_1_R27;IncHI2A_1;IncHI2_1;IncI1_1_Alpha;IncL/M(pMU407)_1_pMU407;IncN_1;IncQ1_1;IncX4_1;IncX4_2;IncY_1;p0111_1
32640_1_80;75390;ERS3779223;ERR9516215;NA;NA;307470;307470;7922;750;3;3;10;pass;yes;Concord;France;2007;human;Institut Pasteur;NA;NA;Likely from Ethiopia;0;0;2;1;1;1;0;1;0;1;1;0;1;2;3;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_21;72973;ERS3779231;ERR9516186;NA;NA;307998;307998;7922;750;3;3;10;pass;yes;Concord;France;2007;pus;Institut Pasteur;NA;NA;NA;0;0;2;1;1;1;0;1;0;1;1;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_30;69102;ERS3779236;ERR9516190;NA;NA;307481;307481;7922;750;3;3;10;pass;yes;Concord;France;2006;human;Institut Pasteur;NA;NA;NA;0;0;2;1;1;1;0;1;0;1;1;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_38;73140;ERS3779234;ERR9516194;NA;NA;307479;307479;7922;750;3;3;10;pass;yes;Concord;France;2007;stool;Institut Pasteur;NA;NA;NA;0;0;2;1;1;1;0;1;0;1;0;0;1;2;2;1;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_115;101028;ERS3779249;ERR9516233;NA;NA;307446;307446;7922;750;3;3;7;pass;yes;Concord;France;2010;stool;Institut Pasteur;Ethiopia;NA;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0
32640_1_67;10007531;ERS3779251;ERR9516208;NA;NA;307466;307466;7922;750;3;3;7;pass;yes;Concord;France;2010;stool;Institut Pasteur;NA;NA;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0
32640_1_169;53728;ERS3779275;ERR9516260;NA;NA;307465;307465;7922;750;3;3;10;pass;yes;Concord;France;2005;stool;Institut Pasteur;NA;NA;Household contact with an adoptee from Ethiopia (200505343);0;1;2;1;2;1;0;1;0;1;1;0;1;2;2;1;1;0;1;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_177;96308;ERS3779278;ERR9516264;NA;NA;307463;307463;7922;750;3;3;8;pass;yes;Concord;France;2009;human;Institut Pasteur;NA;NA;NA;0;0;1;1;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_181;9193;ERS3779277;ERR9516266;NA;NA;307458;307458;7922;750;3;3;8;pass;yes;Concord;France;2009;stool;Institut Pasteur;NA;NA;NA;0;0;1;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_190;92494;ERS3779279;ERR9516271;NA;NA;307423;307423;7922;750;3;3;9;pass;yes;Concord;France;2009;stool;Institut Pasteur;Ethiopia;NA;Adoptee from Ethiopia;0;0;2;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_126;82289;ERS3779283;ERR9516238;NA;NA;307434;307434;7922;750;3;3;8;pass;yes;Concord;France;2008;stool;Institut Pasteur;Ethiopia;NA;Adoptee from Ethiopia;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_130;10395;ERS3779284;ERR9516240;NA;NA;307427;307427;7922;750;3;3;7;pass;yes;Concord;France;2010;blood;Institut Pasteur;Ethiopia;NA;Adoptee from Ethiopia;0;0;1;0;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;100;0
32640_1_202;97374;ERS3779286;ERR9516276;NA;NA;307421;307421;7922;750;3;3;7;pass;yes;Concord;France;2009;stool;Institut Pasteur;Ethiopia;NA;Adoptee from Ethiopia;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_139;83152;ERS3779289;ERR9516244;NA;NA;307429;307429;7922;750;3;3;8;pass;yes;Concord;France;2008;stool;Institut Pasteur;Ethiopia;NA;NA;0;0;1;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_214;90566;ERS3779291;ERR9516282;NA;NA;307397;307397;7922;750;3;3;8;pass;yes;Concord;France;2009;stool;Institut Pasteur;NA;NA;NA;0;0;1;1;1;1;0;1;0;2;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_223;93534;ERS3779294;ERR9516286;NA;NA;307404;307404;7922;750;3;3;9;pass;yes;Concord;France;2009;human;Institut Pasteur;NA;NA;Likely from Ethiopia;0;0;1;1;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_228;55343;ERS3779295;ERR9516289;NA;NA;307402;307402;7922;750;3;3;10;pass;yes;Concord;France;2005;stool;Institut Pasteur;Ethiopia;NA;Adoptee from Ethiopia;0;1;2;1;2;1;0;1;0;1;1;0;1;2;2;1;1;0;1;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_231;83425;ERS3779293;ERR9516290;NA;NA;307399;307399;7922;750;3;3;8;pass;yes;Concord;France;2008;stool;Institut Pasteur;NA;NA;NA;0;0;1;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_143;91755;ERS3779296;ERR9516246;NA;NA;307419;307419;7922;750;3;3;9;pass;yes;Concord;France;2009;stool;Institut Pasteur;Ethiopia;NA;Adoptee from Ethiopia;0;0;2;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_239;10002900;ERS3779300;ERR9516294;NA;NA;307407;307407;7922;750;3;3;9;pass;yes;Concord;France;2010;human;Institut Pasteur;NA;NA;NA;0;0;2;0;1;1;0;1;0;1;0;0;1;2;2;0;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_151;87795;ERS3779305;ERR9516250;NA;NA;307415;307415;7922;750;3;3;8;pass;yes;Concord;France;2008;stool;Institut Pasteur;Ethiopia;NA;Adoptee from Ethiopia;0;0;1;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_249;13010200;ERS3779304;ERR9516300;NA;NA;307534;307534;7922;750;3;3;10;pass;yes;Concord;France;2013;stool;Institut Pasteur;Ethiopia;NA;Adoptee from Ethiopia;0;0;1;0;1;1;0;1;0;1;0;0;1;2;2;0;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_155;93640;ERS3779306;ERR9516252;NA;NA;307411;307411;7922;750;3;3;9;pass;yes;Concord;France;2009;stool;Institut Pasteur;Ethiopia;NA;Adoptee from Ethiopia;0;0;2;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0
32640_1_176;94140;ERS3779314;ERR9516263;NA;NA;307459;307459;7922;750;3;3;9;pass;yes;Concord;France;2009;stool;Institut Pasteur;Ethiopia;NA;Adoptee from Ethiopia;0;0;1;0;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_333;902278;ERS3779330;ERR9516342;NA;NA;307503;307503;7922;750;3;3;8;pass;yes;Concord;Belgium;2009;stool;ScienSano;Ethiopia;NA;NA;0;0;1;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_294;801572;ERS3779320;ERR9516322;NA;NA;307503;307503;7922;750;3;3;8;pass;yes;Concord;Belgium;2008;stool;ScienSano;Ethiopia;NA;NA;0;0;0;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_337;83750;ERS3779331;ERR9516344;NA;NA;307503;307503;7922;750;3;3;8;pass;yes;Concord;Belgium;2008;stool;ScienSano;Ethiopia;NA;NA;0;0;1;1;1;1;0;1;0;1;0;0;1;0;2;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_286;800722;ERS3779318;ERR9516318;NA;NA;307519;307519;7922;750;3;3;8;pass;yes;Concord;Belgium;2008;stool;ScienSano;Ethiopia;NA;NA;0;0;1;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_291;800828;ERS3779319;ERR9516321;NA;NA;307520;307503;7922;750;3;3;8;pass;yes;Concord;Belgium;2008;stool;ScienSano;Ethiopia;NA;NA;0;0;1;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_283;806215;ERS3779317;ERR9516317;NA;NA;307521;307521;7922;750;3;3;8;pass;yes;Concord;Belgium;2008;stool;ScienSano;Ethiopia;NA;NA;0;0;1;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_278;802006;ERS3779316;ERR9516314;NA;NA;307521;307521;7922;750;3;3;8;pass;yes;Concord;Belgium;2008;stool;ScienSano;Ethiopia;NA;NA;0;0;1;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_273;801388;ERS3779315;ERR9516312;NA;NA;307526;307526;7922;750;3;3;8;pass;yes;Concord;Belgium;2008;stool;ScienSano;Ethiopia;NA;NA;0;0;0;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
1309;ITM_8091960;ERS12242842�;ERR9855642;nr tube: 1309 - PacBio reference genome;NA;166333;166333;7922;750;3;3;8;pass;yes;Concord;Belgium;2008;stool;ITM;Ethiopia;NA;nr tube: 1309 - PacBio reference genome;0;0;1;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_298;7091295;ERS3779322;ERR9516324;NA;NA;307522;307522;7922;750;3;3;10;pass;yes;Concord;Belgium;2007;human;ITM;Ethiopia;NA;nr tube: 524;0;0;2;1;0;0;0;0;0;1;1;0;0;2;2;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_311;81578;ERS3779324;ERR9516330;NA;NA;307514;307514;7922;750;NA;3;10;pass;yes;Concord;Belgium;2008;human;ITM;Ethiopia;NA;nr tube: 40;0;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;100;0;0;0;0;0;100;0
32640_1_315;9070341;ERS3779325;ERR9516332;NA;NA;307515;307515;7922;750;3;3;8;pass;yes;Concord;Belgium;2009;human;ITM;Ethiopia;NA;nr tube: 1648;0;0;1;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_323;8052474;ERS3779329;ERR9516336;NA;NA;307508;307508;7922;750;3;3;10;pass;yes;Concord;Belgium;2008;human;ITM;Ethiopia;NA;nr tube: 787;0;0;2;1;1;1;0;1;0;1;0;0;1;2;2;0;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_329;7062981;ERS3779328;ERR9516340;NA;NA;307505;307505;7922;750;3;3;10;pass;yes;Concord;Belgium;2007;human;ITM;Ethiopia;NA;nr tube: 465;0;0;1;0;1;1;0;1;0;1;0;0;1;2;2;0;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;100;0;0;0;0;0;100;0
32640_1_189;71737;ERS3779335;ERR9516270;NA;NA;307420;307420;7922;750;3;3;10;pass;yes;Concord;France;2007;stool;Institut Pasteur;NA;NA;NA;0;0;2;0;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_200;73370;ERS3779338;ERR9516275;NA;NA;307408;307408;7922;750;3;3;10;pass;yes;Concord;France;2007;stool;Institut Pasteur;NA;NA;NA;0;0;2;1;1;1;0;1;0;1;1;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_204;74472;ERS3779339;ERR9516277;NA;NA;307443;307443;7922;750;3;3;10;pass;yes;Concord;France;2007;stool;Institut Pasteur;Central Africa;NA;NA;0;0;2;1;1;1;0;1;0;1;1;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_212;71427;ERS3779341;ERR9516281;NA;NA;307398;307398;7922;750;3;3;10;pass;yes;Concord;France;2007;stool;Institut Pasteur;Ethiopia;NA;Adoptee from Ethiopia;0;0;2;1;1;1;0;1;0;1;1;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_236;94424;ERS3779348;ERR9516293;NA;NA;307394;307394;7922;750;3;3;9;pass;yes;Concord;France;2009;human;Institut Pasteur;NA;NA;NA;0;0;2;1;1;1;0;1;0;1;0;0;1;2;2;0;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_248;92620;ERS3779353;ERR9516299;NA;NA;307391;307391;7922;750;3;3;9;pass;yes;Concord;France;2009;stool;Institut Pasteur;Ethiopia;NA;Adoptee from Ethiopia;0;0;1;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_260;10004169;ERS3779357;ERR9516305;NA;NA;307531;307531;7922;750;3;3;9;pass;yes;Concord;France;2010;stool;Institut Pasteur;NA;NA;NA;0;0;1;0;1;1;0;1;0;1;0;0;1;2;2;0;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
